,Object,Close Approach Date and Time,Close Approach Time Error,Close Approach Nominal Distance LD,Close Approach Minimum Distance LD,Minimum Distance Category,Diameter Min (m),Diameter Max (m),NEO Size Category,Relative Velocity (km/s),V Infinity (km/s),Relative Velocity Category,Absolute Magnitude (mag)
6391,136617 (1994 CC),2095,00:15,13.03,13.02,Mid-Distance,770000.0,1700.0,Large,7.8,7.79,Slow,17.7
6392,(2019 MT),2095,07:43,10.27,9.70,Mid-Distance,29.0,65.0,Large,4.39,4.37,Slow,24.8
6393,(2014 MV18),2095,00:05,8.08,8.08,Mid-Distance,48.0,110.0,Large,6.62,6.61,Slow,23.7
6394,(2016 OF),2095,00:01,9.32,9.32,Mid-Distance,61.0,140.0,Large,8.54,8.53,Slow,23.2
6395,348314 (2005 BC),2095,00:01,17.91,17.91,Mid-Distance,700000.0,1600.0,Large,17.1,17.1,Medium speed,17.9
6396,(2019 MZ3),2095,08:00,1.59,1.31,Far Away,77.0,170.0,Large,26.87,26.84,Fast,22.7
6397,(2019 OV3),2095,09:01,4.37,3.03,Mid-Distance,37.0,84.0,Large,12.11,12.09,Medium speed,24.3
6398,(2009 PQ1),2095,00:01,12.30,12.30,Mid-Distance,80.0,180.0,Large,13.26,13.25,Medium speed,22.6
6399,(2016 QA2),2095,00:18,17.22,16.91,Mid-Distance,25.0,57.0,Large,10.72,10.71,Medium speed,25.1
6400,(2021 QV1),2095,01:58,18.19,16.78,Mid-Distance,13.0,28.0,Small,13.19,13.18,Medium speed,26.6
6401,(2020 YB),2095,11:53,6.49,6.42,Mid-Distance,4.4,9.9,Small,4.86,4.83,Slow,28.9
6402,(1999 RM45),2095,00:01,13.56,13.56,Mid-Distance,300.0,660.0,Large,19.64,19.64,Medium speed,19.8
6403,(2010 RF12),2095,00:44,0.10,4e-3,Close,5.6,12.0,Small,6.82,5.11,Slow,28.4
6404,(2013 JL22),2095,00:01,14.82,14.82,Mid-Distance,150.0,330.0,Large,18.78,18.78,Medium speed,21.3
6405,(2019 SJ),2095,00:04,16.01,0.35,Close,8.0,18.0,Small,9.45,9.45,Slow,27.6
6406,(2001 GO2),2095,18:07,13.73,6.28,Mid-Distance,37.0,82.0,Large,5.99,5.98,Slow,24.3
6407,(2018 TZ1),2095,17:23,14.06,14.04,Mid-Distance,27.0,59.0,Large,6.72,6.71,Slow,25.0
6408,(2007 UY1),2095,00:01,13.48,13.47,Mid-Distance,64.0,140.0,Large,6.51,6.5,Slow,23.1
6409,(2016 CN248),2095,02:50,17.32,16.01,Mid-Distance,9.2,21.0,Small,12.89,12.88,Medium speed,27.3
6410,(2017 SO21),2095,11:33,15.15,15.07,Mid-Distance,23.0,52.0,Large,5.74,5.73,Slow,25.3
6411,(2021 SV1),2095,11:49,5.78,3.89,Mid-Distance,13.0,30.0,Small,9.0,8.98,Slow,26.5
6412,(2018 TZ),2095,00:40,6.06,1.08,Far Away,12.0,26.0,Small,12.84,12.82,Medium speed,26.8
6413,(2019 WJ),2095,18:46,15.64,1.09,Far Away,97.0,220.0,Large,13.04,13.04,Medium speed,22.2
6414,(2021 UE2),2095,22:52,12.53,3.66,Mid-Distance,30.0,68.0,Large,6.05,6.03,Slow,24.7
6415,(1998 HH49),2095,04:06,14.10,13.32,Mid-Distance,140.0,320.0,Large,13.54,13.54,Medium speed,21.3
6416,(2020 HE5),2095,02:15,14.90,14.46,Mid-Distance,7.7,17.0,Small,4.72,4.7,Slow,27.7
6417,(2007 US12),2095,00:02,7.73,7.71,Mid-Distance,100.0,220.0,Large,16.8,16.79,Medium speed,22.1
6418,35396 (1997 XF11),2095,00:08,5.09,5.06,Mid-Distance,704.0,103.0,Large,13.69,13.67,Medium speed,16.9
6419,(2020 HF4),2095,04:27,16.87,11.94,Mid-Distance,8.8,20.0,Small,2.81,2.79,Slow,27.4
6420,(2016 ES85),2095,07:33,14.52,12.21,Mid-Distance,3.1,6.8,Small,3.85,3.83,Slow,29.7
6421,(2013 VA10),2095,01:28,8.09,7.66,Mid-Distance,92.0,210.0,Large,26.06,26.06,Fast,22.3
6422,(2015 VO105),2095,00:07,12.18,12.17,Mid-Distance,40.0,90.0,Large,4.06,4.04,Slow,24.1
6423,(2004 KB),2095,00:01,15.43,15.43,Mid-Distance,160.0,360.0,Large,13.89,13.88,Medium speed,21.1
6424,(2019 KQ5),2095,00:01,16.99,16.99,Mid-Distance,120.0,270.0,Large,15.87,15.86,Medium speed,21.7
6425,(2018 WU),2095,22:39,9.16,8.32,Mid-Distance,31.0,68.0,Large,10.65,10.64,Medium speed,24.7
6426,(2018 WX1),2095,08:11,12.11,5.12,Mid-Distance,39.0,88.0,Large,9.75,9.74,Slow,24.1
6427,471984 (2013 UE3),2095,05:52,16.62,11.92,Mid-Distance,73.0,160.0,Large,5.72,5.71,Slow,22.8
6428,(2015 XX128),2095,12:20,0.92,0.49,Close,17.0,38.0,Small,3.96,3.66,Slow,26.0
6429,(2020 AB),2095,00:15,15.65,15.65,Mid-Distance,17.0,38.0,Small,6.01,6.0,Slow,26.0
6430,(2013 XY8),2095,00:51,0.89,0.84,Close,27.0,59.0,Large,9.33,9.21,Slow,25.0
6431,530520 (2011 LT17),2095,00:01,16.90,16.90,Mid-Distance,120.0,270.0,Large,13.23,13.22,Medium speed,21.7
6432,(2019 QF2),2095,07:40,18.32,7.45,Mid-Distance,80.0,180.0,Large,9.85,9.85,Slow,22.6
6433,(2015 MA),2095,20:00,15.65,15.63,Mid-Distance,14.0,31.0,Small,16.77,16.76,Medium speed,26.4
6434,526798 (2007 AA9),2095,00:05,15.68,15.59,Mid-Distance,88.0,200.0,Large,11.55,11.55,Medium speed,22.4
6435,(2021 AN),2096,08:40,11.32,11.26,Mid-Distance,32.0,72.0,Large,16.79,16.78,Medium speed,24.6
6436,(2021 TL),2096,00:15,19.43,19.21,Mid-Distance,56.0,120.0,Large,9.04,9.04,Slow,23.4
6437,(2013 YS2),2096,00:01,18.44,18.44,Mid-Distance,48.0,110.0,Large,3.62,3.6,Slow,23.7
6438,(2002 AO11),2096,01:00,11.17,10.51,Mid-Distance,175.0,54.0,Large,7.69,7.68,Slow,22.7
6439,(2018 BW1),2096,13:10,8.23,8.23,Mid-Distance,10.0,23.0,Small,6.29,6.27,Slow,27.1
6440,(2018 AJ),2096,00:52,13.42,13.36,Mid-Distance,33.0,75.0,Large,6.11,6.1,Slow,24.5
6441,357439 (2004 BL86),2096,00:01,9.29,9.29,Mid-Distance,360.0,800.0,Large,15.33,15.32,Medium speed,19.4
6442,(2019 BF1),2096,00:01,18.77,18.77,Mid-Distance,87.0,190.0,Large,10.25,10.25,Medium speed,22.4
6443,(2011 YU74),2096,00:52,13.44,13.40,Mid-Distance,67.0,150.0,Large,6.05,6.04,Slow,23.0
6444,(2007 DB61),2096,00:01,8.79,8.79,Mid-Distance,48.0,110.0,Large,9.87,9.86,Slow,23.7
6445,(2020 FX4),2096,09:27,11.52,11.51,Mid-Distance,120.0,260.0,Large,10.34,10.33,Medium speed,21.8
6446,269690 (1996 RG3),2096,00:02,2.43,2.43,Far Away,888.0,431.0,Large,14.15,14.12,Medium speed,18.4
6447,(2022 DK1),2096,01:14,9.77,9.75,Mid-Distance,17.0,37.0,Small,6.4,6.38,Slow,26.0
6448,(2008 UU1),2096,00:06,12.42,12.41,Mid-Distance,280.0,620.0,Large,26.49,26.49,Fast,19.9
6449,(2015 EG),2096,00:14,18.76,18.72,Mid-Distance,20.0,45.0,Small,8.21,8.21,Slow,25.6
6450,(2021 EH3),2096,18:07,12.72,8.66,Mid-Distance,12.0,27.0,Small,9.94,9.93,Slow,26.7
6451,(2010 EX11),2096,11:47,17.05,13.12,Mid-Distance,40.0,6.0,Small,5.32,5.31,Slow,24.1
6452,(2021 RW99),2096,12:39,12.25,3.44,Mid-Distance,82.0,180.0,Large,7.21,7.2,Slow,22.6
6453,(2000 HO40),2096,00:01,14.85,14.85,Mid-Distance,92.0,210.0,Large,12.79,12.79,Medium speed,22.3
6454,(2002 TB70),2096,00:06,16.16,16.14,Mid-Distance,130.0,280.0,Large,9.25,9.24,Slow,21.6
6455,523818 (2010 SH13),2096,00:01,17.23,17.23,Mid-Distance,150.0,340.0,Large,7.58,7.57,Slow,21.2
6456,(2011 GM44),2096,00:01,11.32,11.31,Mid-Distance,330.0,750.0,Large,25.99,25.98,Fast,19.5
6457,(2018 TJ6),2096,01:46,11.29,0.56,Close,53.0,120.0,Large,11.0,10.99,Medium speed,23.5
6458,(2007 HL4),2096,00:01,16.11,16.11,Mid-Distance,40.0,90.0,Large,3.51,3.49,Slow,24.1
6459,(2020 HF4),2096,17:45,15.29,14.29,Mid-Distance,8.8,20.0,Small,2.62,2.6,Slow,27.4
6460,(2009 TK12),2096,00:01,14.36,14.36,Mid-Distance,200.0,450.0,Large,15.77,15.76,Medium speed,20.6
6461,(2003 FF5),2096,00:28,18.62,18.60,Mid-Distance,58.0,130.0,Large,6.53,6.52,Slow,23.3
6462,(2005 JB22),2096,02:29,12.69,10.60,Mid-Distance,28.0,62.0,Large,12.73,12.72,Medium speed,24.9
6463,414990 (2011 EM51),2096,00:01,16.62,16.62,Mid-Distance,110.0,250.0,Large,8.03,8.02,Slow,21.9
6464,(2015 JJ),2096,01:25,18.80,14.07,Mid-Distance,100.0,230.0,Large,10.78,10.77,Medium speed,22.1
6465,(2017 HB1),2096,00:41,15.64,15.60,Mid-Distance,15.0,33.0,Small,6.15,6.14,Slow,26.3
6466,438908 (2009 XO),2096,00:01,4.02,4.02,Mid-Distance,200.0,440.0,Large,12.45,12.43,Medium speed,20.6
6467,(2014 KM39),2096,00:27,13.22,5.67,Mid-Distance,35.0,78.0,Large,12.82,12.81,Medium speed,24.4
6468,(2015 KJ19),2096,00:02,18.41,18.41,Mid-Distance,84.0,190.0,Large,22.17,22.16,Fast,22.5
6469,(2015 KO57),2096,00:07,12.42,12.40,Mid-Distance,70.0,160.0,Large,23.51,23.51,Fast,22.9
6470,140158 (2001 SX169),2096,00:10,17.76,17.73,Mid-Distance,566.0,10.0,Small,13.84,13.84,Medium speed,18.4
6471,468468 (2004 KH17),2096,00:01,18.27,18.25,Mid-Distance,197.0,11.0,Small,15.12,15.12,Medium speed,21.9
6472,(2020 MX),2096,06:41,15.53,14.87,Mid-Distance,42.0,94.0,Large,5.39,5.37,Slow,24.0
6473,(2004 LO2),2096,09:03,13.15,7.31,Mid-Distance,27.0,59.0,Large,16.28,16.27,Medium speed,25.0
6474,(2010 MA),2096,04:12,8.99,8.68,Mid-Distance,19.0,43.0,Small,10.72,10.71,Medium speed,25.7
6475,(2017 XL2),2096,00:01,12.94,12.93,Mid-Distance,150.0,330.0,Large,19.95,19.95,Medium speed,21.3
6476,(2013 ND15),2096,00:01,17.97,16.70,Mid-Distance,40.0,90.0,Large,16.36,16.36,Medium speed,24.1
6477,467336 (2002 LT38),2096,00:01,16.03,16.03,Mid-Distance,210.0,470.0,Large,7.31,7.3,Slow,20.5
6478,(2017 MB3),2096,00:29,8.85,8.84,Mid-Distance,22.0,49.0,Small,7.09,7.07,Slow,25.4
6479,374038 (2004 HW),2096,00:01,17.06,17.06,Mid-Distance,1000.0,2300.0,Large,9.33,9.33,Slow,17.1
6480,(2018 AH12),2096,11:01,16.40,15.27,Mid-Distance,11.0,25.0,Small,4.72,4.71,Slow,26.9
6481,(2002 AA29),2096,00:03,17.32,17.32,Mid-Distance,40.0,90.0,Large,5.78,5.77,Slow,24.1
6482,(2021 MJ),2096,04:11,14.22,13.77,Mid-Distance,220.0,480.0,Large,19.48,19.47,Medium speed,20.4
6483,(2018 GO4),2096,00:02,15.96,15.95,Mid-Distance,33.0,75.0,Large,10.14,10.14,Medium speed,24.5
6484,(2017 DR109),2096,16:48,19.14,13.70,Mid-Distance,8.0,18.0,Small,8.24,8.23,Slow,27.6
6485,(2021 PH2),2096,00:01,7.23,7.22,Mid-Distance,130.0,280.0,Large,18.18,18.17,Medium speed,21.6
6486,(2009 UZ17),2096,03:11,16.96,13.69,Mid-Distance,88.0,200.0,Large,11.01,11.01,Medium speed,22.4
6487,(2022 EW2),2096,14:43,13.25,6.88,Mid-Distance,14.0,32.0,Small,12.16,12.16,Medium speed,26.3
6488,(2019 CJ4),2096,01:38,15.40,8.83,Mid-Distance,21.0,47.0,Small,12.09,12.09,Medium speed,25.5
6489,(2020 PY2),2096,01:09,6.14,5.74,Mid-Distance,13.0,30.0,Small,16.35,16.34,Medium speed,26.5
6490,(2014 QZ265),2096,16:53,11.11,10.43,Mid-Distance,23.0,52.0,Large,14.44,14.43,Medium speed,25.3
6491,385252 (2001 EB18),2096,00:01,14.56,14.56,Mid-Distance,350.0,780.0,Large,26.25,26.24,Fast,19.4
6492,(2012 SR56),2096,03:06,14.71,14.29,Mid-Distance,37.0,82.0,Large,9.13,9.12,Slow,24.3
6493,363067 (2000 CO101),2096,00:01,11.95,11.95,Mid-Distance,400.0,900.0,Large,8.06,8.04,Slow,19.1
6494,(2014 QJ33),2096,00:15,3.41,3.40,Mid-Distance,48.0,110.0,Large,9.15,9.12,Slow,23.7
6495,(2001 GO2),2096,00:40,6.70,6.14,Mid-Distance,37.0,82.0,Large,5.33,5.31,Slow,24.3
6496,(2018 FE4),2096,16:23,14.85,0.34,Close,31.0,68.0,Large,21.72,21.71,Fast,24.7
6497,401954 (2002 RW25),2096,00:24,11.79,9.70,Mid-Distance,460000.0,1000.0,Large,5.33,5.31,Slow,18.8
6498,(2021 TR3),2096,19:02,3.07,2.19,Far Away,22.0,49.0,Small,10.27,10.24,Medium speed,25.4
6499,(2019 US),2096,13:03,5.79,4.78,Mid-Distance,13.0,28.0,Small,6.91,6.89,Slow,26.6
6500,(2019 TZ6),2096,09:52,5.53,1.74,Far Away,7.7,17.0,Small,11.97,11.95,Medium speed,27.7
6501,363027 (1998 ST27),2096,00:01,17.27,17.27,Mid-Distance,578.0,228.0,Large,18.25,18.24,Medium speed,19.6
6502,475016 (2005 UO),2096,00:01,1.26,1.26,Far Away,164.0,19.0,Small,19.16,19.12,Medium speed,22.1
6503,(2020 HE5),2096,00:11,4.41,4.40,Mid-Distance,7.7,17.0,Small,4.2,4.14,Slow,27.7
6504,(2012 UU68),2096,19:24,15.75,9.82,Mid-Distance,63.0,140.0,Large,5.77,5.76,Slow,23.1
6505,(2016 VW2),2096,20:48,14.38,8.24,Mid-Distance,15.0,33.0,Small,7.64,7.63,Slow,26.3
6506,(2018 TF3),2096,00:03,13.24,13.23,Mid-Distance,220.0,490.0,Large,21.78,21.78,Fast,20.4
6507,(2010 VB),2096,00:35,11.28,8.76,Mid-Distance,20.0,45.0,Small,8.94,8.93,Slow,25.6
6508,(2015 VM142),2096,15:51,15.43,13.71,Mid-Distance,33.0,75.0,Large,13.47,13.47,Medium speed,24.5
6509,(2014 SU1),2096,01:29,4.61,4.61,Mid-Distance,25.0,57.0,Large,2.71,2.63,Slow,25.1
6510,(2020 VP4),2096,08:23,3.28,2.89,Far Away,8.0,18.0,Small,3.65,3.56,Slow,27.6
6511,(2021 UE10),2096,00:58,12.34,11.24,Mid-Distance,14.0,31.0,Small,4.63,4.61,Slow,26.4
6512,(2015 WF13),2096,00:05,9.53,9.53,Mid-Distance,61.0,140.0,Large,8.82,8.81,Slow,23.2
6513,(2019 WO2),2096,00:26,12.55,12.52,Mid-Distance,24.0,54.0,Large,7.97,7.96,Slow,25.2
6514,490581 (2009 WZ104),2096,00:01,13.16,13.16,Mid-Distance,237.0,4.0,Small,6.46,6.45,Slow,20.0
6515,(2015 CL),2096,00:01,16.81,16.81,Mid-Distance,22.0,49.0,Small,14.58,14.57,Medium speed,25.4
6516,(2015 XN55),2096,05:01,8.10,7.74,Mid-Distance,9.7,22.0,Small,5.6,5.57,Slow,27.2
6517,(2010 XC15),2096,02:46,1.70,1.66,Far Away,140.0,310.0,Large,9.99,9.92,Slow,21.4
6518,(2012 YK),2096,00:03,17.97,17.96,Mid-Distance,67.0,150.0,Large,10.53,10.52,Medium speed,23.0
6519,422699 (2000 PD3),2097,00:01,16.67,16.67,Mid-Distance,619.0,182.0,Large,15.4,15.39,Medium speed,18.2
6520,(2019 WD5),2097,00:02,15.47,15.47,Mid-Distance,110.0,240.0,Large,13.96,13.95,Medium speed,22.0
6521,(2005 BU),2097,04:13,17.06,7.11,Mid-Distance,12.0,27.0,Small,11.07,11.07,Medium speed,26.7
6522,(2010 AE30),2097,00:02,14.74,14.74,Mid-Distance,50.0,8.0,Small,13.17,13.17,Medium speed,23.6
6523,(2019 YF4),2097,15:08,3.35,3.26,Mid-Distance,11.0,24.0,Small,2.84,2.73,Slow,27.0
6524,(2020 PP),2097,00:01,19.15,19.15,Mid-Distance,170.0,390.0,Large,7.93,7.93,Slow,20.9
6525,(2022 CT),2097,16:55,10.98,6.62,Mid-Distance,19.0,42.0,Small,13.86,13.85,Medium speed,25.7
6526,(2022 BY),2097,10:29,15.41,10.54,Mid-Distance,16.0,35.0,Small,4.76,4.75,Slow,26.2
6527,(2001 CP36),2097,01:08,10.66,10.61,Mid-Distance,48.0,110.0,Large,8.75,8.74,Slow,23.7
6528,(2007 PV27),2097,00:01,8.31,8.31,Mid-Distance,240.0,540.0,Large,16.82,16.82,Medium speed,20.2
6529,(2021 CX4),2097,18:17,17.26,15.83,Mid-Distance,47.0,100.0,Large,10.5,10.5,Medium speed,23.8
6530,(2008 CE119),2097,00:14,18.90,18.90,Mid-Distance,19.0,43.0,Small,5.47,5.46,Slow,25.7
6531,(2022 DD3),2097,05:24,6.87,5.74,Mid-Distance,6.7,15.0,Small,4.16,4.13,Slow,28.0
6532,(2016 ES85),2097,17:31,15.50,11.40,Mid-Distance,3.1,6.8,Small,2.39,2.37,Slow,29.7
6533,(2003 TM1),2097,00:03,19.03,19.02,Mid-Distance,100.0,230.0,Large,16.59,16.58,Medium speed,22.1
6534,(2020 DK),2097,16:14,17.29,0.58,Close,16.0,36.0,Small,11.61,11.61,Medium speed,26.1
6535,(2003 DW10),2097,08:59,18.18,13.28,Mid-Distance,16.0,36.0,Small,6.65,6.64,Slow,26.1
6536,(2019 ER2),2097,10:28,16.28,5.43,Mid-Distance,18.0,39.0,Small,5.32,5.31,Slow,25.9
6537,(2018 FU1),2097,14:55,8.91,6.62,Mid-Distance,12.0,26.0,Small,5.36,5.34,Slow,26.8
6538,(2018 GQ),2097,13:23,16.27,15.58,Mid-Distance,56.0,120.0,Large,9.94,9.93,Slow,23.4
6539,(2008 GB4),2097,19:46,19.35,10.94,Mid-Distance,61.0,140.0,Large,16.53,16.53,Medium speed,23.2
6540,(2011 GW9),2097,00:56,7.50,1.01,Far Away,6.4,14.0,Small,10.73,10.71,Medium speed,28.1
6541,(2011 GC62),2097,00:22,14.88,8.66,Mid-Distance,51.0,110.0,Large,10.57,10.56,Medium speed,23.6
6542,(2013 CE129),2097,04:18,6.61,6.27,Mid-Distance,100.0,230.0,Large,7.12,7.1,Slow,22.1
6543,(2019 FV2),2097,12:40,17.29,17.24,Mid-Distance,28.0,62.0,Large,2.17,2.14,Slow,24.9
6544,(2014 QN433),2097,22:07,2.31,1.57,Far Away,88.0,200.0,Large,13.43,13.4,Medium speed,22.4
6545,(2017 ED3),2097,02:34,11.06,11.03,Mid-Distance,38.0,86.0,Large,5.35,5.33,Slow,24.2
6546,(2016 LG),2097,02:08,9.47,8.48,Mid-Distance,23.0,52.0,Large,6.57,6.55,Slow,25.3
6547,(2020 JH1),2097,20:52,14.65,9.45,Mid-Distance,28.0,62.0,Large,4.68,4.66,Slow,24.9
6548,(1983 LC),2097,00:03,13.34,13.34,Mid-Distance,340.0,770.0,Large,18.85,18.85,Medium speed,19.4
6549,(2016 NC1),2097,22:10,16.66,12.03,Mid-Distance,22.0,49.0,Small,4.13,4.12,Slow,25.4
6550,(2002 AA29),2097,00:01,14.68,14.68,Mid-Distance,40.0,90.0,Large,5.73,5.72,Slow,24.1
6551,(2015 BP4),2097,00:01,17.94,17.93,Mid-Distance,56.0,120.0,Large,14.19,14.18,Medium speed,23.4
6552,(2010 GK65),2097,01:34,11.83,2.69,Far Away,33.0,75.0,Large,11.79,11.79,Medium speed,24.5
6553,(2014 HN178),2097,20:42,18.40,16.12,Mid-Distance,53.0,120.0,Large,7.68,7.68,Slow,23.5
6554,423709 (2006 BQ6),2097,00:02,8.78,8.78,Mid-Distance,310.0,680.0,Large,12.61,12.6,Medium speed,19.7
6555,(2017 DR109),2097,12:28,11.55,10.97,Mid-Distance,8.0,18.0,Small,6.83,6.82,Slow,27.6
6556,(2011 OJ45),2097,06:23,8.42,2.96,Far Away,17.0,38.0,Small,5.14,5.12,Slow,26.0
6557,(2019 NN4),2097,12:00,19.00,18.14,Mid-Distance,18.0,41.0,Small,5.12,5.11,Slow,25.8
6558,(2000 QS7),2097,00:08,8.75,8.74,Mid-Distance,330.0,750.0,Large,12.58,12.57,Medium speed,19.5
6559,(2021 VP8),2097,02:17,19.09,18.92,Mid-Distance,15.0,33.0,Small,7.32,7.32,Slow,26.3
6560,(2012 RG15),2097,00:01,12.62,12.62,Mid-Distance,300.0,660.0,Large,26.9,26.9,Fast,19.8
6561,(2010 RJ53),2097,00:01,13.19,13.19,Mid-Distance,48.0,110.0,Large,18.42,18.42,Medium speed,23.7
6562,445305 (2010 DM56),2097,00:04,17.47,17.46,Mid-Distance,762.0,4.0,Small,15.64,15.63,Medium speed,19.8
6563,(2020 RA7),2097,18:50,4.31,2.32,Far Away,11.0,24.0,Small,5.99,5.95,Slow,27.0
6564,(2013 ST),2097,12:12,16.44,11.96,Mid-Distance,31.0,68.0,Large,8.08,8.08,Slow,24.7
6565,(2004 RU109),2097,05:54,18.22,13.46,Mid-Distance,14.0,31.0,Small,11.59,11.59,Medium speed,26.4
6566,(2001 GO2),2097,04:13,6.36,6.34,Mid-Distance,37.0,82.0,Large,5.28,5.25,Slow,24.3
6567,(2019 JF1),2097,07:34,12.95,11.65,Mid-Distance,48.0,110.0,Large,5.15,5.14,Slow,23.7
6568,(1998 SD9),2097,00:01,12.88,12.88,Mid-Distance,40.0,90.0,Large,9.85,9.85,Slow,24.1
6569,(2018 SC3),2097,12:47,6.21,6.19,Mid-Distance,16.0,36.0,Small,8.08,8.06,Slow,26.1
6570,499998 (2011 PT),2097,00:16,17.61,17.61,Mid-Distance,44.0,99.0,Large,2.66,2.64,Slow,23.9
6571,(2018 EH4),2097,00:01,15.61,15.61,Mid-Distance,130.0,300.0,Large,15.43,15.42,Medium speed,21.5
6572,(2018 PM28),2097,15:54,15.52,13.63,Mid-Distance,19.0,43.0,Small,2.36,2.33,Slow,25.7
6573,(2013 TT5),2097,02:20,13.71,11.48,Mid-Distance,15.0,33.0,Small,4.69,4.67,Slow,26.3
6574,(2008 TY9),2097,00:01,17.24,17.24,Mid-Distance,27.0,59.0,Large,5.98,5.97,Slow,25.0
6575,(2010 UK),2097,12:42,19.15,0.82,Close,12.0,26.0,Small,7.56,7.56,Slow,26.8
6576,(2012 VM6),2097,00:04,13.81,13.81,Mid-Distance,23.0,52.0,Large,5.49,5.47,Slow,25.3
6577,(2009 UD),2097,13:30,3.75,3.41,Mid-Distance,9.7,22.0,Small,3.79,3.72,Slow,27.2
6578,(2015 SZ),2097,08:18,18.81,18.52,Mid-Distance,53.0,120.0,Large,6.78,6.77,Slow,23.5
6579,(2020 HE5),2097,01:10,15.27,15.13,Mid-Distance,7.7,17.0,Small,3.92,3.9,Slow,27.7
6580,(2005 UW3),2097,21:54,13.78,13.44,Mid-Distance,38.0,86.0,Large,9.75,9.74,Slow,24.2
6581,(2003 GR22),2097,00:31,8.42,8.35,Mid-Distance,110.0,240.0,Large,19.44,19.43,Medium speed,22.0
6582,(2017 VZ13),2097,15:31,12.51,11.11,Mid-Distance,7.0,16.0,Small,4.33,4.31,Slow,27.9
6583,(2014 SC324),2097,10:52,5.46,4.72,Mid-Distance,37.0,82.0,Large,9.32,9.3,Slow,24.3
6584,260141 (2004 QT24),2097,00:01,5.26,5.26,Mid-Distance,580000.0,1300.0,Large,11.68,11.66,Medium speed,18.3
6585,(2019 TM2),2097,00:37,14.54,14.52,Mid-Distance,38.0,86.0,Large,3.32,3.29,Slow,24.2
6586,363790 (2005 JE46),2097,00:01,10.06,10.06,Mid-Distance,740000.0,1700.0,Large,13.69,13.68,Medium speed,17.8
6587,(2009 WQ6),2097,04:15,12.79,7.17,Mid-Distance,3.8,8.6,Small,11.39,11.39,Medium speed,29.2
6588,(2020 TY1),2097,19:25,17.05,8.84,Mid-Distance,77.0,170.0,Large,10.69,10.68,Medium speed,22.7
6589,(2019 WT1),2097,18:23,13.40,8.34,Mid-Distance,12.0,26.0,Small,8.06,8.05,Slow,26.8
6590,(2021 WW1),2097,15:34,14.79,10.16,Mid-Distance,18.0,40.0,Small,7.9,7.89,Slow,25.9
6591,(2016 WR8),2097,17:37,18.88,10.67,Mid-Distance,8.8,20.0,Small,11.95,11.94,Medium speed,27.4
6592,(2008 XW2),2097,00:01,16.76,16.76,Mid-Distance,190.0,430.0,Large,19.37,19.36,Medium speed,20.7
6593,(2019 WT3),2097,01:31,9.99,9.88,Mid-Distance,32.0,71.0,Large,10.63,10.62,Medium speed,24.6
6594,(2016 WJ1),2097,03:40,1.23,0.25,Close,150.0,330.0,Large,14.81,14.76,Medium speed,21.3
6595,(2006 CT),2097,00:01,12.04,12.04,Mid-Distance,93.0,210.0,Large,6.13,6.11,Slow,22.3
6596,(2020 YN2),2097,19:56,1.82,0.90,Close,5.6,12.0,Small,13.24,13.19,Medium speed,28.4
6597,(2020 RG6),2097,00:03,9.66,9.64,Mid-Distance,47.0,110.0,Large,17.43,17.42,Medium speed,23.8
6598,(2017 YW3),2097,01:24,15.93,12.78,Mid-Distance,13.0,30.0,Small,3.69,3.67,Slow,26.5
6599,(2018 XN),2097,06:17,12.12,3.28,Mid-Distance,44.0,99.0,Large,7.33,7.32,Slow,23.9
6600,85990 (1999 JV6),2098,00:02,12.44,12.44,Mid-Distance,451.0,26.0,Small,10.11,10.1,Medium speed,20.2
6601,(2015 AE45),2098,12:43,19.06,14.23,Mid-Distance,23.0,52.0,Large,8.63,8.62,Slow,25.3
6602,(2014 AE29),2098,12:32,7.53,4.55,Mid-Distance,8.8,20.0,Small,5.29,5.27,Slow,27.4
6603,(2013 BB70),2098,09:51,12.95,5.48,Mid-Distance,44.0,99.0,Large,9.86,9.85,Slow,23.9
6604,(2021 AX1),2098,12:33,0.62,0.36,Close,8.3,19.0,Small,9.37,9.18,Slow,27.5
6605,(2020 AE),2098,12:44,12.23,9.27,Mid-Distance,19.0,43.0,Small,6.75,6.73,Slow,25.7
6606,(2017 BS5),2098,00:03,16.70,16.67,Mid-Distance,38.0,84.0,Large,5.96,5.95,Slow,24.2
6607,(2021 WC8),2098,00:02,10.84,10.84,Mid-Distance,290.0,650.0,Large,18.95,18.94,Medium speed,19.8
6608,(2021 DV),2098,15:43,16.15,15.65,Mid-Distance,22.0,49.0,Small,6.27,6.26,Slow,25.4
6609,459872 (2014 EK24),2098,00:01,15.29,15.29,Mid-Distance,58.0,130.0,Large,2.98,2.95,Slow,23.3
6610,(2017 CP1),2098,07:46,7.28,6.99,Mid-Distance,32.0,71.0,Large,4.89,4.86,Slow,24.6
6611,(2015 TH145),2098,00:04,14.21,14.20,Mid-Distance,230.0,500.0,Large,16.8,16.8,Medium speed,20.4
6612,(2021 ER4),2098,17:43,14.72,0.15,Close,10.0,22.0,Small,11.72,11.71,Medium speed,27.1
6613,(2017 FF3),2098,16:56,9.96,5.19,Mid-Distance,11.0,24.0,Small,3.67,3.64,Slow,27.0
6614,476601 (2008 SE85),2098,00:01,14.97,14.97,Mid-Distance,290.0,650.0,Large,20.29,20.29,Fast,19.8
